year;distance;frequency
1886;18.9;2
1907;48.9;2
1886;18.8;2
1886;18.2;2
1886;18.4;2
1710;12.7;2
1710;12.1;2
1864;36.6;2
1742;2.6;2
1868;69.1;2
1868;69.3;2
1727;44.6;2
1706;19.2;2
1896;73.8;2
1896;73.7;2
1841;45.7;2
1841;45.5;2
1778;43.9;2
1808;53.6;2
1808;53.4;2
1914;20.9;2
1885;40;2
1885;40.6;2
1885;40.8;2
1829;35.6;2
1829;35.4;2
1937;54.7;2
1937;54.1;2
1656;14.4;2
1933;23.2;2
1933;23.7;2
1693;7.4;2
1693;7;2
1933;23.3;2
1933;23.9;2
1933;23.6;2
1933;23;2
1920;10;2
1870;11.3;2
1635;54.2;2
1891;105.4;2
1763;17.9;2
1763;17.5;2
1743;13.6;2
1669;83.7;2
1743;13.3;2
1825;24.1;2
1825;24.4;2
1825;24.5;2
1843;49.6;2
1906;72.7;2
1789;16.2;2
1789;16.5;2
1887;27.7;2
1887;27.2;2
1887;27.3;2
1849;8.4;2
1828;80;2
1781;2.8;2
1781;2.9;2
1781;2;2
1781;2.6;2
1910;27.7;2
1910;27.6;2
1797;28.2;2
1839;13.2;2
1890;37.6;2
1890;37.2;2
1890;37.4;2
1839;13.5;2
1927;33.9;2
1927;33.5;2
1912;97.4;2
1923;1.3;2
1866;39.8;2
1866;39.2;2
1866;39.4;2
1759;12.7;2
1759;12.4;2
1685;3.9;2
1885;51.6;2
1885;51.3;2
1885;51.1;2
1679;9.1;2
1927;1.7;2
1927;1.5;2
1676;30.1;2
1704;4.2;2
1704;4.8;2
1704;4.7;2
1676;30.6;2
1704;4;2
1892;27.7;2
1892;27.3;2
1892;27.5;2
1788;26;2
1730;23.3;2
1730;23.2;2
1883;24.1;2
1883;24.9;2
1883;24.3;2
1883;24.8;2
1937;20.6;2
1901;63.2;2
1901;63.8;2
1737;14.4;2
1858;35.6;2
1858;35.3;2
1858;35.4;2
1889;45.1;2
1889;45.8;2
1890;49.4;2
1890;49.6;2
1859;43.5;2
1859;43.4;2
1859;43.6;2
1828;31.8;2
1828;31.1;2
1828;31;2
1695;5.4;2
1938;34.7;2
1938;34.1;2
1891;41.1;2
1891;41.2;2
1864;25.2;2
1864;25;2
1864;25.1;2
1887;25.8;2
1887;25.2;2
1716;9;2
1716;9.1;2
1716;9.7;2
1827;85.7;2
1931;63.4;2
1820;11.7;2
1798;11.4;2
1798;11.7;2
1798;11.1;2
1798;11.9;2
1798;11.5;2
1844;30;2
1844;30.7;2
1844;30.9;2
1716;1.9;2
1842;39.7;2
1842;39.9;2
1671;31.2;2
1801;70.8;2
1765;22.3;2
1874;80.3;2
1874;80.6;2
1903;36.1;2
1903;36.9;2
1922;36;2
1922;36.2;2
1922;36.9;2
1922;36.7;2
1917;19.1;2
1917;19.8;2
1787;6.9;2
1787;6.5;2
1787;6.4;2
1787;6.8;2
1870;42.8;2
1834;22.5;2
1834;22;2
1834;22.3;2
1834;22.7;2
1834;22.6;2
1739;3.5;2
1739;3.2;2
1845;34.1;2
1845;34;2
1853;39.3;2
1853;39.6;2
1853;39.1;2
1928;25.5;2
1928;25.2;2
1928;25.3;2
1928;25.9;2
1819;27.7;2
1778;41.4;2
1857;19.9;2
1857;19;2
1857;19.6;2
1858;56.8;2
1670;98.6;2
1766;18;2
1935;35.2;2
1935;35.6;2
1935;35.8;2
1814;85.9;2
1814;85.8;2
1925;26.9;2
1925;26.5;2
1925;26.6;2
1925;26.1;2
1925;26.2;2
1925;26.3;2
1813;26.8;2
1813;26.4;2
1813;26.1;2
1813;26.9;2
1813;26;2
1718;42.7;2
1863;80.3;2
1847;67.5;2
1847;67;2
1890;56.2;2
1890;56.3;2
1915;58.8;2
1915;58.4;2
1805;6.7;2
1699;2.6;2
1899;27.8;2
1899;27.6;2
1899;27.3;2
1899;27;2
1906;64.2;2
1906;64.9;2
1906;64.6;2
1902;34.4;2
1902;34.3;2
1902;34.8;2
1739;8.9;2
1739;8.3;2
1739;8.6;2
1739;8.2;2
1739;8.4;2
1706;43.2;2
1815;40.2;2
1815;40;2
1815;40.4;2
1815;40.3;2
1845;44.2;2
1935;27.8;2
1935;27.3;2
1837;60.6;2
1913;26.1;2
1913;26.3;2
1913;26.8;2
1895;48.2;2
1895;48.3;2
1895;48.1;2
1895;48.7;2
1723;31.2;2
1726;7.8;2
1726;7;2
1726;7.3;2
1726;7.7;2
1726;7.4;2
1726;7.5;2
1883;11.5;2
1883;11.1;2
1873;6.7;2
1728;26.1;2
1927;36.9;2
1927;36.2;2
1927;36.3;2
1927;36.7;2
1927;36.5;2
1847;48.1;2
1779;3.4;2
1656;13.8;2
1736;14.2;2
1736;14;2
1736;14.8;2
1717;25.3;2
1717;25;2
1912;68.7;2
1912;68.4;2
1708;37.6;2
1852;23.8;2
1852;23.3;2
1852;23;2
1830;37.1;2
1886;9.2;2
1886;9.3;2
1732;3.1;2
1732;3.4;2
1732;3.9;2
1732;3.5;2
1878;39.8;2
1878;39.1;2
1878;39.7;2
1670;34.8;2
1837;79.1;2
1818;58.5;2
1647;6.5;2
1786;26.2;2
1802;17.1;2
1858;89.6;2
1825;74.4;2
1825;74.5;2
1692;13.3;2
1692;13.8;2
1919;51.3;2
1919;51.1;2
1817;18.8;2
1817;18.6;2
1817;18.4;2
1803;37.4;2
1803;37.2;2
1884;21.3;2
1920;93.1;2
1920;93.9;2
1920;93.8;2
1878;16.1;2
1878;16.3;2
1857;72;2
1921;80;2
1783;99.8;2
1858;20.9;2
1865;69.1;2
1858;20.7;2
1929;97.4;2
1826;3.3;2
1915;80.4;2
1896;75.6;2
1896;75.9;2
1713;4.6;2
1713;4.7;2
1713;4.4;2
1665;14;2
1745;14.5;2
1846;23.6;2
1846;23.1;2
1864;104.3;2
1896;76.2;2
1847;81.1;2
1941;49.3;2
1941;49;2
1880;34.6;2
1880;34.9;2
1825;19.7;2
1825;19.5;2
1825;19.8;2
1827;35.3;2
1827;35.8;2
1827;35.4;2
1917;32.9;2
1917;32;2
1917;32.5;2
1917;32.3;2
1871;74.1;2
1882;55.1;2
1882;55.7;2
1882;55.6;2
1882;55.3;2
1934;11.6;2
1900;12.2;2
1900;12;2
1900;12.8;2
1933;46.2;2
1933;46.7;2
1933;46.6;2
1897;10.3;2
1886;42.2;2
1897;10.1;2
1911;81.4;2
1930;69.6;2
1930;69.9;2
1930;69.2;2
1887;44.6;2
1696;5.1;2
1895;67.1;2
1863;52.4;2
1863;52.7;2
1863;52.5;2
1863;52.2;2
1876;26.1;2
1876;26.4;2
1746;20.2;2
1746;20.1;2
1746;20;2
1913;31.4;2
1913;31.8;2
1913;31.9;2
1828;42.3;2
1798;8.2;2
1798;8.1;2
1798;8.3;2
1798;8.5;2
1798;8;2
1798;8.6;2
1864;59.3;2
1867;53.5;2
1867;53.7;2
1867;53.3;2
1917;47.5;2
1917;47.7;2
1917;47.4;2
1932;18.4;2
1932;18.2;2
1932;18.6;2
1764;3.1;2
1764;3.4;2
1764;3.3;2
1764;3;2
1764;3.5;2
1844;47.3;2
1936;10.3;2
1852;79;2
1852;79.8;2
1834;21.5;2
1834;21.3;2
1834;21.2;2
1834;21.4;2
1750;6.8;2
1750;6.1;2
1702;11;2
1702;11.7;2
1872;49.9;2
1893;87.1;2
1833;50.4;2
1833;50.6;2
1685;5.7;2
1717;37.6;2
1866;98.6;2
1866;98.2;2
1908;10.3;2
1767;31.3;2
1778;29.7;2
1762;37;2
1935;48.8;2
1935;48.1;2
1935;48.6;2
1935;48.9;2
1887;23.7;2
1887;23.6;2
1825;6.9;2
1930;59.7;2
1737;19.3;2
1737;19.1;2
1818;48.2;2
1818;48.7;2
1881;52;2
1881;52.5;2
1878;47.5;2
1878;47.9;2
1893;3.3;2
1877;53.6;2
1877;53;2
1932;96.4;2
1851;66.7;2
1826;23.6;2
1826;23;2
1826;23.7;2
1826;23.9;2
1826;23.5;2
1915;65.9;2
1831;3;2
1906;96.7;2
1869;45;2
1890;26.6;2
1890;26.9;2
1928;62.6;2
1928;62.7;2
1928;62.3;2
1753;31.9;2
1708;39.1;2
1805;2.6;2
1805;2.2;2
1805;2.1;2
1805;2.8;2
1904;10.8;2
1904;10;2
1845;73.7;2
1753;10.8;2
1690;31.3;2
1833;23.3;2
1833;23.2;2
1833;23.5;2
1833;23.6;2
1820;10;2
1820;10.7;2
1820;10.8;2
1820;10.1;2
1790;7.6;2
1734;22.8;2
1865;58.6;2
1661;17.1;2
1753;19.4;2
1844;29.3;2
1844;29.5;2
1844;29.9;2
1913;88.4;2
1801;34.8;2
1863;74.5;2
1822;0.9;2
1825;28.9;2
1825;28;2
1825;28.2;2
1825;28.6;2
1825;28.8;2
1869;70.4;2
1937;70.7;2
1937;70.3;2
1862;49.5;2
1862;49.3;2
1738;11;2
1738;11.5;2
1858;45;2
1858;45.5;2
1941;77.3;2
1885;13.9;2
1885;13;2
1885;13.4;2
1819;35.3;2
1794;6.8;2
1794;6.3;2
1794;6.1;2
1794;6;2
1816;59;2
1817;80.4;2
1817;80;2
1680;14.1;2
1921;10.7;2
1921;10;2
1680;14.2;2
1813;69.1;2
1813;69.6;2
1880;71.3;2
1880;71.8;2
1716;24;2
1894;8.8;2
1855;27.2;2
1855;27.8;2
1909;76.7;2
1909;76;2
1909;76.6;2
1909;76.1;2
1909;76.3;2
1879;14.4;2
1879;14.8;2
1879;14.5;2
1879;14.7;2
1884;0.9;2
1836;35.2;2
1836;35.9;2
1836;35.8;2
1933;15.9;2
1901;32.7;2
1901;32.8;2
1907;63.3;2
1907;63.5;2
1744;5.9;2
1744;5;2
1608;4;2
1879;5.6;2
1852;45.8;2
1852;45.1;2
1852;45;2
1871;61.1;2
1871;33.4;2
1871;33.5;2
1871;33.1;2
1888;66.7;2
1888;66.9;2
1940;76.1;2
1920;48.9;2
1920;48;2
1804;46.2;2
1898;15.7;2
1898;15.9;2
1898;15.3;2
1898;15.2;2
1910;78.4;2
1797;45.3;2
1924;14.7;2
1924;14;2
1849;18.4;2
1849;18.5;2
1849;18.8;2
1849;18.6;2
1843;77;2
1895;72.8;2
1867;92.2;2
1867;92.7;2
1852;1.3;2
1852;1.8;2
1909;2.6;2
1909;2;2
1909;2.2;2
1907;45.7;2
1907;45;2
1625;64.5;2
1938;47.5;2
1938;47.4;2
1900;15.9;2
1703;10;2
1857;4.2;2
1831;8.8;2
1831;8.4;2
1934;83.6;2
1934;83.2;2
1809;6.9;2
1809;6;2
1930;55.1;2
1930;55.6;2
1809;32.7;2
1698;3.5;2
1698;3.2;2
1698;3.1;2
1876;15.3;2
1876;15.8;2
1876;15.9;2
1899;29.2;2
1899;29.7;2
1768;5.7;2
1768;5.6;2
1768;5.2;2
1867;74.5;2
1930;8.8;2
1888;3.1;2
1935;54.1;2
1935;54.8;2
1916;52.8;2
1916;52.2;2
1916;52;2
1714;25.4;2
1714;25.2;2
1853;43.9;2
1853;43.7;2
1817;23.5;2
1817;23.9;2
1817;23.7;2
1933;88.2;2
1817;23.8;2
1817;23.2;2
1826;34.7;2
1826;34.6;2
1826;34.3;2
1841;4.1;2
1909;48.1;2
1793;19;2
1793;19.5;2
1793;19.6;2
1690;10.7;2
1844;31.1;2
1844;31.8;2
1844;31.2;2
1844;31.9;2
1909;1.2;2
1909;1.8;2
1902;72.7;2
1902;72.4;2
1883;9.2;2
1883;9.1;2
1812;53.6;2
1812;53.3;2
1937;34.7;2
1937;34.9;2
1937;34.2;2
1937;34;2
1833;72.2;2
1833;72.8;2
1833;72.3;2
1852;4;2
1852;4.1;2
1872;48.7;2
1872;48;2
1842;21.3;2
1842;21.1;2
1842;21.8;2
1842;21.5;2
1842;21.7;2
1840;80;2
1848;37.5;2
1894;16;2
1894;16.2;2
1894;16.4;2
1894;16.6;2
1891;49.8;2
1846;87.9;2
1845;53.9;2
1798;4.5;2
1866;22.5;2
1866;22.4;2
1866;22.2;2
1866;22.7;2
1866;22.9;2
1866;22.6;2
1933;35.3;2
1933;35.6;2
1933;35.5;2
1933;35.2;2
1708;4.7;2
1708;4.2;2
1708;4.9;2
1708;4.6;2
1708;4.8;2
1708;4.4;2
1765;12.4;2
1765;12.2;2
1765;12.5;2
1843;74.5;2
1718;15.2;2
1718;15;2
1718;15.3;2
1718;15.7;2
1718;15.1;2
1840;27.3;2
1840;27.5;2
1840;27.6;2
1840;27.4;2
1901;52;2
1901;52.4;2
1852;33.5;2
1852;33.1;2
1852;33.2;2
1940;20.3;2
1940;20.8;2
1852;33.4;2
1922;85.3;2
1801;13.9;2
1801;13.8;2
1801;13;2
1923;51.2;2
1923;51.3;2
1837;12.7;2
1837;12.6;2
1837;12.9;2
1837;28.9;2
1851;62.7;2
1837;28.6;2
1837;28.7;2
1837;28.4;2
1929;44.5;2
1929;44.3;2
1859;95.1;2
1912;19.6;2
1912;19.8;2
1908;46.5;2
1908;46.3;2
1908;46.4;2
1908;46.9;2
1906;39.5;2
1906;39.3;2
1906;39.4;2
1682;54.2;2
1812;24.3;2
1812;24.9;2
1812;24.1;2
1895;53.3;2
1895;53.8;2
1895;53;2
1895;53.2;2
1895;53.9;2
1895;53.7;2
1930;82.3;2
1819;54.4;2
1861;71.9;2
1860;8.8;2
1895;47.2;2
1796;51.5;2
1906;68.6;2
1836;32.2;2
1836;32.9;2
1866;23.6;2
1866;23;2
1866;23.8;2
1866;23.3;2
1918;37.8;2
1861;70;2
1936;11.3;2
1932;80.3;2
1931;73.5;2
1890;13;2
1890;13.6;2
1890;13.4;2
1890;13.9;2
1909;73.7;2
1921;13.2;2
1921;13.6;2
1921;13.1;2
1934;88.5;2
1934;88.4;2
1765;3.7;2
1765;3.1;2
1765;3.3;2
1765;3.9;2
1765;3.8;2
1828;8.8;2
1828;8.3;2
1940;48.8;2
1940;48;2
1940;48.5;2
1940;48.6;2
1823;75.3;2
1884;72.7;2
1884;72.4;2
1884;72.6;2
1884;72;2
1891;46.8;2
1824;27.8;2
1824;27.7;2
1824;27;2
1824;27.9;2
1724;3.4;2
1724;3.2;2
1724;3.5;2
1693;8.2;2
1833;41.8;2
1833;41.3;2
1833;41.2;2
1848;54.5;2
1848;54;2
1889;48.2;2
1889;48.5;2
1889;48;2
1820;63.1;2
1852;66.9;2
1926;52.2;2
1902;30.5;2
1902;30.6;2
1902;30.1;2
1902;30.4;2
1922;28.1;2
1922;28.3;2
1922;28.7;2
1902;7.8;2
1902;7.9;2
1816;2.2;2
1816;2;2
1816;2.9;2
1831;46.8;2
1831;46.3;2
1915;46.3;2
1915;46.8;2
1915;46.6;2
1911;35.7;2
1911;35.2;2
1883;8.6;2
1788;10.7;2
1788;10.9;2
1849;22.3;2
1849;22.8;2
1849;22.1;2
1849;22.5;2
1849;22.7;2
1726;37.9;2
1901;10.7;2
1901;10.6;2
1937;11.5;2
1895;63.6;2
1876;12.2;2
1914;5;2
1858;14.6;2
1858;14.2;2
1858;14;2
1831;18.3;2
1831;18.4;2
1831;18.8;2
1831;18.7;2
1831;18.9;2
1831;18.6;2
1917;70.7;2
1917;70;2
1917;70.6;2
1912;81.4;2
1920;91.1;2
1901;13.8;2
1871;5;2
1871;5.7;2
1869;2.1;2
1869;2.4;2
1869;2.7;2
1929;69.5;2
1931;14.6;2
1783;9.8;2
1783;9.6;2
1783;9.7;2
1783;9.4;2
1783;9;2
1815;29.5;2
1815;29.9;2
1815;29.3;2
1885;17.1;2
1852;56.2;2
1852;56;2
1914;1.5;2
1914;1.1;2
1914;1.8;2
1919;72.8;2
1781;7.6;2
1781;7.1;2
1781;7.2;2
1781;7.8;2
1815;26.8;2
1815;26.9;2
1936;90.1;2
1794;32.9;2
1794;32.7;2
1661;13.3;2
1913;25;2
1913;25.1;2
1912;29.1;2
1912;29.5;2
1912;29.9;2
1603;7.7;2
1603;7.5;2
1868;15.6;2
1868;15.9;2
1868;15.1;2
1868;15.2;2
1896;66.3;2
1896;66;2
1694;16.3;2
1694;16.5;2
1884;39.5;2
1884;39.7;2
1884;39;2
1671;34.1;2
1758;21.6;2
1758;21.2;2
1903;78.4;2
1903;78.6;2
1725;4.3;2
1725;4;2
1884;17.9;2
1884;17.4;2
1794;15.6;2
1794;15.8;2
1794;15.2;2
1854;63.8;2
1699;11.7;2
1699;11.6;2
1855;44.4;2
1900;68.3;2
1855;44.9;2
1836;37.6;2
1836;37.4;2
1836;37.8;2
1768;13;2
1768;13.1;2
1866;32.7;2
1866;32.1;2
1785;11.3;2
1785;11.2;2
1785;11.1;2
1785;11.5;2
1872;1.2;2
1872;1.3;2
1935;21.2;2
1872;1.5;2
1872;1.1;2
1935;21.7;2
1853;37.6;2
1853;37.3;2
1842;1.1;2
1842;1.2;2
1842;1.5;2
1842;1.8;2
1925;5;2
1729;45.9;2
1932;47.2;2
1932;47.4;2
1932;47.7;2
1917;26.4;2
1917;26.3;2
1917;26.2;2
1917;26.8;2
1929;35.8;2
1929;35.2;2
1889;56.8;2
1813;47.3;2
1684;12.1;2
1684;12.2;2
1684;12.5;2
1925;72.4;2
1925;72.1;2
1925;72.8;2
1888;48.9;2
1888;48.4;2
1888;48.1;2
1888;48.8;2
1703;16.7;2
1703;16.5;2
1695;41.3;2
1805;3.3;2
1868;94.3;2
1784;12.8;2
1784;12.4;2
1784;12.5;2
1784;12;2
1758;35.8;2
1740;13.3;2
1740;13.5;2
1940;31.6;2
1940;31.7;2
1735;19;2
1840;13.1;2
1840;13;2
1840;13.6;2
1792;8.2;2
1792;8.5;2
1792;8.3;2
1792;8;2
1774;6.1;2
1774;6.4;2
1774;6.7;2
1855;73.7;2
1731;19.4;2
1906;77.6;2
1921;74.4;2
1872;58.8;2
1872;58.5;2
1793;8.7;2
1793;8.4;2
1860;40.9;2
1860;40.8;2
1860;40.1;2
1795;43.3;2
1931;78;2
1894;70;2
1931;78.9;2
1817;41.4;2
1892;54.9;2
1892;54.7;2
1875;13.8;2
1875;13.4;2
1913;29.4;2
1913;29.8;2
1913;29.1;2
1871;12.9;2
1846;65.4;2
1939;16.4;2
1712;9;2
1712;9.7;2
1854;58.8;2
1818;70.8;2
1874;90.3;2
1885;22.9;2
1885;22.7;2
1885;22.6;2
1885;22.8;2
1859;33.1;2
1859;33.6;2
1859;33.4;2
1893;32.5;2
1893;32.8;2
1893;32.7;2
1857;42.8;2
1857;42.6;2
1821;74.5;2
1836;12.8;2
1836;12;2
1815;94;2
1677;8.4;2
1897;45.1;2
1897;45.9;2
1897;45.5;2
1825;15.3;2
1825;15.7;2
1825;15.2;2
1825;15.8;2
1715;6.6;2
1715;6.9;2
1715;6;2
1886;21.7;2
1886;21.4;2
1886;21.2;2
1886;21.5;2
1854;3.1;2
1854;3.7;2
1854;3.2;2
1660;15.9;2
1858;64.8;2
1844;14.5;2
1844;14.6;2
1844;14.9;2
1845;1.2;2
1845;1.3;2
1845;1.1;2
1845;1.7;2
1828;69.5;2
1871;57.5;2
1871;57.8;2
1940;32.1;2
1940;32.6;2
1940;32;2
1940;32.9;2
1847;27;2
1847;27.4;2
1876;4;2
1816;34.9;2
1717;14.2;2
1911;72.8;2
1876;71.3;2
1876;71.6;2
1866;60.6;2
1808;3.2;2
1808;3.3;2
1808;3.8;2
1834;28.9;2
1834;28.5;2
1834;28.3;2
1834;28.1;2
1834;28.7;2
1733;15;2
1733;15.1;2
1914;97.3;2
1866;59.8;2
1866;59.6;2
1866;59.9;2
1866;59.7;2
1794;24.6;2
1919;11.6;2
1886;13.9;2
1886;13.3;2
1886;13.5;2
1886;13.2;2
1886;13.4;2
1854;57;2
1854;57.2;2
1749;10.9;2
1749;10.8;2
1749;10.4;2
1749;10.2;2
1821;22.4;2
1821;22.3;2
1821;22;2
1821;22.8;2
1924;92.7;2
1883;106.9;2
1821;45.2;2
1821;45;2
1821;45.8;2
1874;69.2;2
1874;69.9;2
1876;81.4;2
1918;74.4;2
1856;17.4;2
1856;17.6;2
1856;17.5;2
1856;17.7;2
1856;17.9;2
1856;17;2
1864;34.9;2
1864;34.3;2
1864;34.4;2
1698;24.3;2
1844;20.1;2
1844;20.3;2
1844;20.4;2
1844;20.5;2
1844;20.7;2
1842;71.3;2
1844;82.6;2
1884;86.8;2
1797;31;2
1915;87.4;2
1927;63.1;2
1927;63.8;2
1784;2.3;2
1784;2.6;2
1784;2.4;2
1854;71.3;2
1935;86.6;2
1919;39.8;2
1919;39.6;2
1919;39;2
1873;47.9;2
1726;8.7;2
1726;8.6;2
1726;8.9;2
1880;15.1;2
1826;14.4;2
1826;14.1;2
1826;14.7;2
1826;14.6;2
1892;81.4;2
1729;12.8;2
1729;12.2;2
1729;12.9;2
1729;12.7;2
1884;91.6;2
1804;4.6;2
1804;4.8;2
1804;4.9;2
1804;4;2
1917;40;2
1917;40.5;2
1917;40.9;2
1860;86.1;2
1886;86.1;2
1829;24.9;2
1829;24;2
1829;24.3;2
1829;24.5;2
1829;24.6;2
1936;33;2
1893;0.9;2
1841;3.2;2
1841;3.3;2
1832;79.1;2
1839;102.4;2
1854;29;2
1854;29.6;2
1854;29.4;2
1854;29.7;2
1854;29.5;2
1854;29.9;2
1894;0.9;2
1895;68.2;2
1876;6.8;2
1938;61;2
1893;10;2
1893;10.7;2
1853;75.5;2
1815;68.4;2
1725;16.2;2
1838;89.9;2
1661;8.6;2
1661;8.4;2
1755;15.5;2
1755;15;2
1886;35.9;2
1886;35.3;2
1714;5.4;2
1714;5.1;2
1619;4;2
1814;116;2
1936;62.6;2
1936;62.4;2
1920;81.2;2
1930;19.8;2
1930;19.1;2
1930;19.7;2
1892;44.8;2
1892;44.5;2
1824;34.8;2
1824;34.1;2
1920;14.4;2
1920;14.7;2
1920;14.8;2
1918;31.1;2
1918;31;2
1918;31.9;2
1918;31.8;2
1941;53.3;2
1941;53.1;2
1809;1.3;2
1879;17;2
1895;16;2
1895;16.4;2
1844;24.4;2
1844;24.2;2
1844;24.8;2
1844;24.6;2
1721;2.7;2
1653;5.3;2
1726;2.7;2
1726;2.6;2
1929;74.6;2
1929;74.5;2
1809;15.4;2
1935;4.9;2
1857;25.5;2
1857;25.4;2
1857;25.3;2
1857;25.1;2
1857;25.8;2
1866;73.8;2
1682;8.5;2
1682;8.6;2
1682;8.1;2
1746;17.8;2
1833;10.4;2
1833;10.3;2
1833;10.9;2
1833;10.1;2
1692;5.2;2
1763;39.7;2
1763;39;2
1763;39.3;2
1903;30.8;2
1903;30.9;2
1903;30.1;2
1903;30.3;2
1903;30.2;2
1925;75.5;2
1925;75.4;2
1925;75.1;2
1688;21.2;2
1688;21.9;2
1662;3.7;2
1941;61;2
1941;61.2;2
1941;61.1;2
1931;27;2
1931;27.9;2
1931;27.8;2
1916;66.2;2
1899;46.9;2
1899;46.8;2
1865;67.1;2
1922;1.3;2
1922;1.7;2
1888;15.2;2
1888;15.5;2
1888;15.1;2
1725;25.7;2
1939;39.8;2
1939;39.2;2
1939;39.9;2
1939;39;2
1904;79.3;2
1843;10.1;2
1843;10.7;2
1913;6.7;2
1843;10.6;2
1783;39.4;2
1841;30.8;2
1841;30.6;2
1890;2.1;2
1890;2;2
1795;13.2;2
1795;13.5;2
1890;100.3;2
1844;51.6;2
1844;51.9;2
1813;28.5;2
1813;28.4;2
1895;102.7;2
1884;57.2;2
1884;57.8;2
1907;46.2;2
1907;46.9;2
1937;6.7;2
1937;6.3;2
1881;61.1;2
1845;21.8;2
1845;21.9;2
1845;21.2;2
1845;21.5;2
1845;21.1;2
1904;95.1;2
1766;6.5;2
1766;6.7;2
1766;6.1;2
1766;6;2
1882;24.9;2
1882;24.3;2
1882;24.6;2
1887;22.8;2
1887;22.3;2
1829;61.1;2
1887;22.9;2
1887;22.5;2
1829;61.2;2
1863;41.5;2
1863;41.8;2
1863;41.1;2
1873;24.3;2
1873;24.7;2
1738;14.8;2
1738;14.2;2
1889;40.2;2
1889;40.7;2
1880;69.2;2
1755;51.3;2
1892;12.6;2
1892;12.2;2
1937;22.8;2
1937;22.6;2
1843;67.5;2
1843;67.4;2
1916;55.8;2
1916;55.6;2
1758;9.1;2
1866;102.7;2
1866;102.6;2
1730;25.1;2
1730;25.7;2
1908;6.3;2
1783;11.5;2
1783;11.4;2
1878;29.1;2
1878;29.3;2
1850;13.1;2
1850;13.4;2
1856;14.4;2
1856;14;2
1856;14.2;2
1856;14.6;2
1893;46.4;2
1893;46.9;2
1893;46.8;2
1893;46.6;2
1893;46;2
1846;63.7;2
1821;23.9;2
1821;23.5;2
1821;23.1;2
1864;2.2;2
1864;2.9;2
1864;2.6;2
1755;4.9;2
1755;4.6;2
1807;7.8;2
1807;7.9;2
1807;7.5;2
1807;7.6;2
1911;64.7;2
1670;17.6;2
1670;17.5;2
1670;17.1;2
1834;5;2
1834;5.8;2
1877;13.5;2
1785;13.2;2
1785;13.1;2
1778;2.4;2
1778;2.6;2
1936;22.6;2
1902;65.4;2
1902;65.7;2
1902;65.9;2
1902;65.6;2
1891;39.6;2
1891;39.4;2
1791;15.5;2
1791;15.7;2
1892;60.1;2
1794;3.7;2
1794;3.9;2
1794;3.1;2
1794;3;2
1794;3.2;2
1794;3.8;2
1916;23.2;2
1916;23;2
1916;23.9;2
1818;27.4;2
1917;42.5;2
1917;42.7;2
1818;27.9;2
1818;27.6;2
1842;43.6;2
1842;43.5;2
1732;13.9;2
1765;1.1;2
1857;61.4;2
1766;27.2;2
1905;63.6;2
1860;56.8;2
1920;92.7;2
1920;92.8;2
1673;6.9;2
1833;67.4;2
1845;29.1;2
1845;29.9;2
1679;4.8;2
1679;4.1;2
1679;4;2
1874;8.8;2
1874;8.4;2
1908;42.1;2
1908;42.8;2
1908;42.3;2
1695;18.6;2
1888;82;2
1906;28.5;2
1906;28.7;2
1906;28.6;2
1820;36.1;2
1820;36.7;2
1773;45.2;2
1772;16.3;2
1772;16;2
1772;16.9;2
1838;102.1;2
1871;29.5;2
1871;29.6;2
1871;29.9;2
1871;29.3;2
1871;29;2
1780;44.4;2
1923;75.9;2
1895;43.9;2
1895;43.5;2
1676;17.8;2
1726;21.5;2
1877;85.8;2
1718;45.4;2
1848;35.8;2
1848;35.3;2
1903;2.1;2
1903;2;2
1903;2.6;2
1859;16.6;2
1859;16.9;2
1693;5.7;2
1693;5.5;2
1693;5.9;2
1879;8.8;2
1935;43.3;2
1935;43.2;2
1935;43.5;2
1842;55.5;2
1842;55.4;2
1913;32.2;2
1791;6.4;2
1791;6.9;2
1869;34.1;2
1869;34.9;2
1882;11.1;2
1880;43.2;2
1880;43.4;2
1880;43;2
1838;30.3;2
1838;30.5;2
1838;30.6;2
1838;30.2;2
1901;23;2
1901;23.9;2
1901;23.1;2
1773;19.9;2
1939;33.6;2
1939;33.8;2
1939;33.9;2
1938;2.9;2
1688;13.7;2
1884;64.2;2
1884;64.7;2
1821;58.4;2
1707;15.7;2
1707;15.3;2
1766;22.3;2
1766;22.7;2
1811;35.1;2
1811;35.7;2
1878;80.4;2
1878;80.2;2
1843;22.5;2
1843;22.7;2
1862;68;2
1771;2.4;2
1771;2.6;2
1847;74.4;2
1847;74.5;2
1860;67.1;2
1860;67;2
1838;6.3;2
1838;6.4;2
1855;12.4;2
1855;12.2;2
1855;12.9;2
1861;18.3;2
1861;18.8;2
1861;18.2;2
1861;18;2
1861;18.5;2
1861;18.9;2
1861;18.1;2
1920;9.2;2
1787;20.5;2
1719;9.6;2
1719;9.1;2
1709;4.6;2
1724;14.5;2
1724;14.1;2
1875;94.3;2
1831;73.8;2
1728;24.8;2
1940;89.1;2
1904;24;2
1904;24.3;2
1904;24.6;2
1924;15.7;2
1924;15.6;2
1936;86.1;2
1858;33.8;2
1858;33.7;2
1858;33.5;2
1858;33.1;2
1899;44.9;2
1797;18.3;2
1797;18.9;2
1883;69.4;2
1883;69.1;2
1660;1.5;2
1934;79.5;2
1934;79.1;2
1866;12.8;2
1866;12;2
