year;distance;frequency
1916;61.1;4
1881;4;4
1858;2.4;4
1920;53.9;4
1896;67;4
1939;8.8;4
1897;12.9;4
1897;12.5;4
1897;12.8;4
1830;29.9;4
1860;17.6;4
1839;51.6;4
1793;9.5;4
1897;24.1;4
1897;24.2;4
1897;24.6;4
1852;6.4;4
1767;10.6;4
1767;10.2;4
1825;39.1;4
1825;39.8;4
1723;3.4;4
1723;3.9;4
1871;18.7;4
1720;9.6;4
1818;79.1;4
1924;10.3;4
1932;39.2;4
1932;39.1;4
1843;38.9;4
1846;28.6;4
1897;48.8;4
1939;24.2;4
1939;24.4;4
1761;3.1;4
1872;21;4
1872;21.5;4
1872;21.8;4
1757;7;4
1792;2.4;4
1739;15;4
1811;1.4;4
1811;1.5;4
1834;23.9;4
1790;13.3;4
1883;39.1;4
1932;40.8;4
1932;40.2;4
1932;40.5;4
1774;3.3;4
1774;3.9;4
1902;5.8;4
1902;5.1;4
1880;87.9;4
1880;22.7;4
1880;22.1;4
1812;57.6;4
1869;81.4;4
1864;60.3;4
1921;23;4
1921;23.2;4
1876;56.7;4
1835;6.8;4
1888;7.8;4
1888;7.9;4
1926;16.1;4
1926;16.5;4
1796;26.3;4
1941;23.9;4
1941;23.8;4
1818;31.3;4
1827;19.3;4
1827;19;4
1827;19.9;4
1939;50.2;4
1914;29.1;4
1914;29;4
1900;56.8;4
1763;3;4
1763;3.1;4
1763;3.2;4
1763;3.8;4
1753;9.8;4
1832;21.9;4
1832;21.5;4
1872;20.8;4
1826;17.8;4
1826;17.5;4
1867;20.2;4
1867;20.9;4
1867;20.5;4
1904;39.1;4
1904;39.7;4
1855;11.3;4
1830;15.1;4
1790;11;4
1866;44.4;4
1929;12.9;4
1939;59;4
1856;42.7;4
1855;9;4
1896;36;4
1896;36.8;4
1896;36.4;4
1896;36.3;4
1860;42.7;4
1932;10;4
1932;10.4;4
1932;10.5;4
1932;10.1;4
1881;23.5;4
1827;17.8;4
1827;17.6;4
1909;33.8;4
1909;33;4
1862;28.4;4
1862;28.8;4
1862;28;4
1888;14.2;4
1888;14.1;4
1899;79.5;4
1883;16.3;4
1883;16.4;4
1899;2.1;4
1899;2.7;4
1899;2.9;4
1859;17.7;4
1859;17.6;4
1739;4.5;4
1739;4;4
1739;4.9;4
1930;22.5;4
1930;22.1;4
1930;22.2;4
1886;22.2;4
1783;10.3;4
1783;10.5;4
1783;10.9;4
1905;10.1;4
1905;10.6;4
1905;10.3;4
1905;10.4;4
1905;10;4
1896;34.6;4
1896;34.9;4
1896;34;4
1877;14;4
1695;7.3;4
1894;38.5;4
1732;5.9;4
1931;9.6;4
1887;5.8;4
1929;37.9;4
1929;37.6;4
1770;8.9;4
1770;8.4;4
1822;2.4;4
1822;2.2;4
1797;3.8;4
1797;3.2;4
1919;40.1;4
1826;6.3;4
1826;6.7;4
1928;33.2;4
1928;33.1;4
1867;34.6;4
1867;34.2;4
1883;3.4;4
1720;17.5;4
1838;63.6;4
1854;85.8;4
1678;15.4;4
1807;12.6;4
1835;24.2;4
1902;16.3;4
1902;16.5;4
1893;58.5;4
1934;25.6;4
1923;20.3;4
1923;20.6;4
1923;20.4;4
1823;23;4
1823;23.4;4
1741;21;4
1923;61;4
1834;26.6;4
1834;26.2;4
1826;38.4;4
1826;38;4
1846;22.2;4
1846;22.3;4
1846;22.6;4
1756;5.5;4
1911;40.1;4
1773;24.6;4
1770;3.9;4
1770;3;4
1867;52;4
1867;52.4;4
1864;32.9;4
1820;87.9;4
1878;26.6;4
1878;26.2;4
1878;26;4
1898;88.4;4
1938;38;4
1862;3.5;4
1862;3.3;4
1862;3;4
1923;37.2;4
1923;37.6;4
1782;12.5;4
1866;48.6;4
1829;17.4;4
1829;17.2;4
1936;25;4
1936;25.4;4
1931;10.3;4
1846;52.6;4
1784;10.2;4
1866;3.3;4
1883;30;4
1883;30.6;4
1883;30.9;4
1920;69.9;4
1745;13.3;4
1813;15.4;4
1813;15;4
1813;15.5;4
1896;12.8;4
1927;23.7;4
1927;23.2;4
1927;23;4
1925;39.1;4
1933;31.9;4
1890;16.6;4
1891;7.8;4
1891;7.7;4
1890;16.5;4
1941;8.8;4
1867;6.7;4
1814;21.4;4
1828;78.4;4
1891;26.7;4
1891;26.2;4
1891;26.8;4
1891;26.5;4
1742;3.4;4
1742;3.8;4
1709;43.2;4
1916;5;4
1916;5.8;4
1786;7.6;4
1843;14.8;4
1936;32.2;4
1936;32.8;4
1835;29.2;4
1835;13.1;4
1765;9.3;4
1876;30.6;4
1876;30.7;4
1823;2.1;4
1823;2.6;4
1936;29.8;4
1936;29.2;4
1936;29.4;4
1881;74.5;4
1923;56.2;4
1655;3;4
1789;12.8;4
1882;38.3;4
1798;20.4;4
1797;8.5;4
1797;8.1;4
1797;8.2;4
1797;8;4
1800;10.2;4
1934;27.3;4
1934;27.1;4
1860;22.2;4
1860;22;4
1860;22.5;4
1939;23;4
1939;23.2;4
1869;67;4
1836;9.2;4
1836;9.9;4
1868;18.3;4
1868;18.7;4
1868;18.6;4
1909;10.6;4
1903;12.5;4
1903;12.3;4
1903;12.6;4
1906;17.7;4
1937;40.4;4
1937;40.1;4
1937;40.2;4
1890;22.1;4
1905;45.1;4
1916;76.1;4
1932;12.7;4
1932;12.9;4
1837;29.6;4
1818;9.2;4
1818;9.1;4
1840;5.6;4
1840;5.5;4
1874;42.7;4
1874;42.2;4
1764;9.7;4
1836;13;4
1836;13.1;4
1852;9.2;4
1852;9.3;4
1753;5.3;4
1753;5.4;4
1835;8.7;4
1815;25.8;4
1815;25.1;4
1815;25.2;4
1867;16.3;4
1867;16.4;4
1880;35.9;4
1867;16.6;4
1843;18.2;4
1744;4.2;4
1744;4.8;4
1744;4.4;4
1849;60.6;4
1908;45.7;4
1908;45.5;4
1908;45.8;4
1908;45.2;4
1924;29.2;4
1814;72.8;4
1910;47.9;4
1871;2.1;4
1871;2.7;4
1871;2.4;4
1871;2.8;4
1896;65.9;4
1894;25.8;4
1894;25.7;4
1894;25.6;4
1837;11.2;4
1837;11.9;4
1722;3.4;4
1857;36.9;4
1843;72.3;4
1846;13.4;4
1846;13.9;4
1846;13;4
1862;46.8;4
1862;46.6;4
1755;21;4
1935;32.8;4
1820;18.3;4
1917;17.6;4
1833;25.9;4
1833;25.7;4
1858;12.5;4
1894;42.2;4
1894;42.8;4
1894;42.3;4
1907;28.3;4
1783;2.6;4
1880;31.3;4
1688;7.4;4
1838;9.3;4
1884;22.5;4
1747;6.2;4
1747;6.3;4
1747;6.5;4
1772;21;4
1728;50;4
1908;34.4;4
1881;50.4;4
1707;4.6;4
1748;21.3;4
1858;13.5;4
1890;18.7;4
1890;18.1;4
1890;18.8;4
1860;7.8;4
1840;2.1;4
1840;2.4;4
1844;22.5;4
1902;56.7;4
1929;36;4
1929;36.3;4
1895;34.6;4
1907;74.5;4
1919;95.1;4
1779;23.7;4
1900;11.5;4
1867;42.6;4
1879;19.3;4
1922;43.8;4
1770;4.3;4
1925;21.6;4
1925;21.7;4
1902;88.4;4
1932;29.2;4
1932;29.6;4
1832;12.6;4
1871;93.9;4
1888;4.4;4
1770;13.2;4
1770;13.3;4
1939;44.5;4
1885;31.2;4
1911;20.4;4
1920;54.3;4
1920;54.7;4
1848;2.4;4
1848;2.1;4
1848;2.6;4
1855;18.3;4
1855;18.7;4
1855;18.8;4
1855;18;4
1831;13.4;4
1831;13.9;4
1937;16.6;4
1843;31.6;4
1843;31.3;4
1919;36.2;4
1919;36.1;4
1877;6;4
1911;41.7;4
1929;14.4;4
1929;14.9;4
1929;14;4
1678;3;4
1836;49;4
1879;2.6;4
1822;22.1;4
1870;4.2;4
1870;4.6;4
1847;40.2;4
1852;50.4;4
1878;17.5;4
1878;17.1;4
1878;17.9;4
1682;7.6;4
1845;38.7;4
1818;92.8;4
1910;39.9;4
1869;10.6;4
1869;10;4
1929;25.3;4
1929;25.9;4
1916;1.1;4
1909;43.1;4
1838;24.1;4
1838;24.6;4
1838;24.9;4
1856;26.6;4
1882;7.8;4
1882;7.9;4
1841;23;4
1841;23.8;4
1924;67.3;4
1799;21.3;4
1799;21;4
1893;15.5;4
1893;15.8;4
1837;37.2;4
1821;41.4;4
1797;12.1;4
1892;31.6;4
1892;80.4;4
1941;44.2;4
1916;33.1;4
1904;28.7;4
1810;6.5;4
1810;6;4
1916;90.1;4
1807;13.5;4
1876;59.9;4
1895;18.5;4
1895;18.6;4
1855;28.7;4
1855;28.3;4
1888;43.4;4
1888;43.2;4
1910;28.3;4
1912;23.9;4
1867;43.3;4
1725;6.2;4
1725;6.9;4
1725;6.6;4
1834;38.4;4
1915;26.6;4
1915;26.2;4
1933;68.2;4
1863;16.4;4
1911;2.1;4
1869;20.2;4
1869;20.3;4
1848;11.8;4
1848;11.5;4
1899;12.4;4
1899;12.7;4
1899;12;4
1899;12.2;4
1899;12.5;4
1799;18.8;4
1844;28.1;4
1844;28.7;4
1827;27.1;4
1861;13.2;4
1861;13.1;4
1902;43.2;4
1921;33.3;4
1921;33.1;4
1649;3.6;4
1861;85.8;4
1660;17.8;4
1866;14;4
1866;14.7;4
1786;8.1;4
1793;7.3;4
1793;7.1;4
1793;7.9;4
1775;14.3;4
1927;75.4;4
1890;34.9;4
1924;19.1;4
1924;19.4;4
1924;19.2;4
1930;30.3;4
1890;53.7;4
1912;59.1;4
1911;47.8;4
1939;51.9;4
1939;51.3;4
1721;8.1;4
1721;8.3;4
1806;16.2;4
1841;11.6;4
1841;11.1;4
1841;11.4;4
1853;24.5;4
1780;15.3;4
1717;3.4;4
1877;72.8;4
1912;47.3;4
1916;21.2;4
1934;22.7;4
1934;22.4;4
1934;22.1;4
1851;39.4;4
1834;35.3;4
1876;38;4
1863;18.3;4
1863;18.7;4
1844;1.5;4
1659;4;4
1778;13;4
1778;13.3;4
1918;38.3;4
1918;38.4;4
1918;38.6;4
1874;14;4
1874;14.4;4
1874;14.2;4
1874;14.8;4
1839;23.9;4
1839;23.6;4
1817;71.3;4
1797;6.2;4
1797;6.5;4
1797;6.7;4
1901;22.2;4
1877;3.3;4
1877;3.8;4
1913;22.4;4
1913;22.8;4
1747;3.5;4
1747;3.2;4
1747;3.9;4
1747;3.6;4
1868;41.4;4
1808;22.9;4
1808;22.5;4
1800;2.1;4
1918;49.7;4
1741;8.2;4
1918;4.2;4
1856;11;4
1856;11.6;4
1901;97.4;4
1778;9.9;4
1888;33.9;4
1888;33;4
1888;33.1;4
1850;33.9;4
1891;24.9;4
1891;24.1;4
1929;20.3;4
1929;20.6;4
1929;20.2;4
1929;20.9;4
1929;20;4
1929;20.7;4
1750;11.1;4
1750;11.6;4
1716;6.5;4
1919;29.2;4
1919;29.6;4
1919;29.8;4
1922;22.4;4
1822;13.8;4
1745;1.5;4
1876;8.1;4
1909;29.5;4
1909;21.5;4
1909;21.6;4
1909;21.1;4
1843;32.9;4
1938;68.6;4
1938;68.4;4
1889;60.3;4
1886;24.1;4
1886;24.2;4
1886;24;4
1836;19.3;4
1836;19.9;4
1836;19.7;4
1741;5.1;4
1816;3.8;4
1870;20.4;4
1870;20.9;4
1778;16.5;4
1880;27.9;4
1939;1.8;4
1894;21.8;4
1894;21.1;4
1725;36.8;4
1752;12.1;4
1752;12;4
1752;12.4;4
1917;59;4
1767;9.7;4
1856;50.4;4
1917;77.1;4
1896;41.4;4
1807;4.5;4
1807;4;4
1892;29.6;4
1900;3.1;4
1885;20.1;4
1913;16.6;4
1913;16.7;4
1913;16.4;4
1793;11.9;4
1751;20;4
1878;6.3;4
1878;6.4;4
1839;21.6;4
1839;21.2;4
1926;11.8;4
1926;11.3;4
1762;16.3;4
1941;21.2;4
1941;21.5;4
1920;25;4
1920;25.9;4
1727;9.5;4
1750;20.7;4
1742;5.8;4
1816;5;4
1816;5.8;4
1725;26.3;4
1936;57.1;4
1926;33.8;4
1926;33.6;4
1870;52.3;4
1915;37.2;4
1827;31.7;4
1861;21.2;4
1773;5.6;4
1773;5.1;4
1773;5.7;4
1891;16.3;4
1891;16.9;4
1843;21.2;4
1824;32.5;4
1847;4.5;4
1847;4.3;4
1847;4.4;4
1847;4.6;4
1889;5.6;4
1906;3.2;4
1906;3.3;4
1941;16.3;4
1941;16.2;4
1941;16.7;4
1803;8.6;4
1803;8;4
1934;20.8;4
1934;20.5;4
1934;20;4
1934;20.2;4
1911;18.3;4
1911;18.1;4
1854;9;4
1854;9.1;4
1939;26.3;4
1882;69.1;4
1760;33;4
1798;12.4;4
1916;13.5;4
1916;13.8;4
1916;13;4
1892;18.8;4
1892;18.6;4
1876;10.8;4
1876;10.9;4
1876;10.1;4
1876;10.4;4
1654;10.2;4
1909;28.7;4
1909;28.1;4
1909;28.2;4
1718;5.8;4
1919;8.8;4
1919;8.9;4
1911;43.4;4
1878;65.6;4
1685;17.1;4
1824;6.3;4
1824;6.4;4
1805;7.6;4
1805;7.5;4
1869;28.9;4
1869;28;4
1939;20.7;4
1822;28.4;4
1738;4.5;4
1738;4;4
1826;13.9;4
1772;3.9;4
1819;26.7;4
1888;5.8;4
1888;5.7;4
1814;14.6;4
1844;87.9;4
1874;40.3;4
1883;22.9;4
1883;22.7;4
1883;22.1;4
1860;74.4;4
1927;44.8;4
1908;11.5;4
1939;18.5;4
1939;18;4
1939;18.8;4
1905;52.6;4
1785;7.6;4
1785;7.3;4
1785;7.7;4
1748;6.9;4
1748;6;4
1838;19.2;4
1933;69.4;4
1856;30.9;4
1856;30.2;4
1856;30;4
1895;14.1;4
1895;14.3;4
1895;14.6;4
1895;14.5;4
1848;5.4;4
1703;11;4
1932;57.7;4
1834;9.2;4
1834;9;4
1855;57.6;4
1814;50.4;4
1845;6.1;4
1904;35.7;4
1904;35.6;4
1907;32.2;4
1689;7.3;4
1738;9;4
1738;9.7;4
1921;24.9;4
1921;24.7;4
1921;24.6;4
1921;2.1;4
1920;24.3;4
1824;3.5;4
1917;4;4
1804;25.7;4
1804;25.9;4
1886;19.8;4
1856;80.4;4
1820;13.6;4
1820;13.8;4
1820;13.9;4
1781;6.2;4
1781;6.5;4
1898;52;4
1864;0.9;4
1862;17.9;4
1746;10.4;4
1746;10.3;4
1787;16.2;4
1735;1.5;4
1805;12.5;4
1897;16.6;4
1897;16.3;4
1897;16.4;4
1788;9.7;4
1788;9;4
1788;9.9;4
1930;21.5;4
1843;36.1;4
1929;73.4;4
1929;73.8;4
1843;36.4;4
1810;15.9;4
1810;15.1;4
1937;26;4
1829;26.7;4
1829;26.3;4
1826;42.7;4
1901;14.2;4
1901;14.3;4
1901;14;4
1930;29.3;4
1930;29.6;4
1930;29.2;4
1917;7.8;4
1817;16.7;4
1817;7.3;4
1761;11.9;4
1892;10.1;4
1892;10.3;4
1844;42.5;4
1872;50.1;4
1941;52.4;4
1941;52.9;4
1924;57.9;4
1866;40.4;4
1903;43.3;4
1903;43.8;4
1891;25.9;4
1774;10.9;4
1863;25;4
1863;25.3;4
1898;59;4
1914;58.4;4
1902;20.9;4
1839;8.5;4
1818;32;4
1887;63.6;4
1857;35.1;4
1857;35.6;4
1901;69.9;4
1909;52;4
1893;23.9;4
1843;60;4
1918;88.4;4
1936;35.3;4
1936;35.8;4
1888;41.8;4
1888;41.7;4
1888;41.1;4
1760;5.7;4
1815;9;4
1854;52.9;4
1842;14.3;4
1842;14;4
1842;14.2;4
1938;12.9;4
1938;12.7;4
1741;9.9;4
1938;58.5;4
1775;6.6;4
1775;7.7;4
1775;7.5;4
1877;48.8;4
1877;48.6;4
1924;35.9;4
1924;35.2;4
1886;18;4
1886;18.6;4
1886;18.1;4
1864;36.3;4
1832;60.9;4
1914;20.4;4
1914;20;4
1914;20.2;4
1914;20.8;4
1914;20.5;4
1885;40.7;4
1885;40.3;4
1840;87.9;4
1914;64.4;4
1937;54.6;4
1693;7.5;4
1870;11.1;4
1870;11.8;4
1870;11.4;4
1870;11.2;4
1763;17.1;4
1743;13.5;4
1869;4.9;4
1848;85.8;4
1843;49.9;4
1849;8.6;4
1887;27.9;4
1849;8.7;4
1887;27.1;4
1815;14.7;4
1839;13.4;4
1927;33.3;4
1927;33;4
1896;64.7;4
1927;1.8;4
1927;1.1;4
1892;27.1;4
1883;24.6;4
1937;20.9;4
1737;14.8;4
1858;35.2;4
1889;45.7;4
1828;31.6;4
1828;31.3;4
1828;31.2;4
1695;5.9;4
1938;34;4
1938;34.3;4
1864;25.9;4
1887;25.7;4
1887;25.3;4
1887;25.4;4
1887;25;4
1820;11.1;4
1844;30.2;4
1874;80.4;4
1903;36.4;4
1922;36.8;4
1922;36.3;4
1917;19;4
1917;19.3;4
1917;19.2;4
1787;6.3;4
1787;6.2;4
1870;42.6;4
1834;22.2;4
1739;3.9;4
1739;3.8;4
1845;34.9;4
1845;34.6;4
1928;25.6;4
1928;25.1;4
1857;19.3;4
1857;19.4;4
1876;16;4
1876;16.3;4
1766;18.3;4
1935;35.5;4
1925;26;4
1813;26.7;4
1672;16.3;4
1796;2.5;4
1796;2.8;4
1805;6.5;4
1805;6.6;4
1899;27.1;4
1899;27.9;4
1899;27.4;4
1899;27.2;4
1902;34.6;4
1902;34.5;4
1902;34.2;4
1902;34.7;4
1739;8.1;4
1739;8;4
1815;40.8;4
1845;44.9;4
1935;27.7;4
1935;27.4;4
1935;27.9;4
1847;87.9;4
1833;68.9;4
1913;26.5;4
1913;26.7;4
1883;11.2;4
1883;11.4;4
1873;6.8;4
1927;36;4
1847;48.6;4
1779;3.7;4
1779;3.3;4
1779;3;4
1852;23.4;4
1886;9.4;4
1886;9.6;4
1732;3.2;4
1878;39.9;4
1878;39.4;4
1817;18.3;4
1884;21.8;4
1884;21.1;4
1878;16.6;4
1878;16.2;4
1858;20.8;4
1858;20.5;4
1858;20;4
1826;3.7;4
1846;23;4
1846;23.7;4
1825;19.3;4
1825;19.6;4
1827;35.2;4
1871;74.5;4
1934;11.1;4
1933;46.3;4
1897;10.9;4
1897;10.7;4
1897;10.5;4
1897;10.6;4
1897;10.4;4
1696;5.8;4
1696;5.9;4
1696;5.7;4
1863;52.6;4
1798;8.9;4
1798;8.7;4
1917;47.3;4
1932;18.5;4
1932;18.1;4
1764;3.2;4
1868;5;4
1936;10;4
1750;6.5;4
1750;6.9;4
1750;6.6;4
1875;5;4
1875;5.6;4
1685;5.8;4
1889;67;4
1908;10.1;4
1908;10.8;4
1908;10.9;4
1887;23;4
1887;23.5;4
1887;23.9;4
1887;23.4;4
1887;23.1;4
1911;4.2;4
1825;6.3;4
1825;6.7;4
1825;6.8;4
1878;47.8;4
1893;3.1;4
1826;23.4;4
1915;65.6;4
1831;3.1;4
1869;45.3;4
1869;45.5;4
1890;26.7;4
1890;26.8;4
1890;26.5;4
1928;62.4;4
1904;10.5;4
1904;10.4;4
1845;73.8;4
1753;10.9;4
1753;10.1;4
1753;10.2;4
1753;10.4;4
1833;23.7;4
1820;10.3;4
1790;7.3;4
1790;7.7;4
1844;29.8;4
1905;73.7;4
1825;28.5;4
1862;49.7;4
1858;45.7;4
1884;2.9;4
1885;13.2;4
1848;7.7;4
1921;10.8;4
1921;10.3;4
1921;10.1;4
1894;8.7;4
1879;14.1;4
1879;14.2;4
1933;15.4;4
1933;15.8;4
1901;32.2;4
1937;10;4
1744;5.7;4
1744;5.3;4
1744;5.5;4
1744;5.4;4
1879;5;4
1852;45.6;4
1871;33;4
1888;66.3;4
1920;48.3;4
1920;48.6;4
1898;15.6;4
1898;15.1;4
1910;78.6;4
1924;14.8;4
1924;14.6;4
1924;14.5;4
1852;1.5;4
1852;1.1;4
1909;2.4;4
1909;2.1;4
1909;2.9;4
1907;45.4;4
1938;47.7;4
1938;47.3;4
1938;47.2;4
1907;11.1;4
1907;11.5;4
1900;15.6;4
1900;15.2;4
1900;15.8;4
1703;10.2;4
1804;39.1;4
1809;6.6;4
1930;55;4
1930;55.3;4
1930;55.8;4
1698;3.6;4
1899;29;4
1899;29.9;4
1912;5.6;4
1768;5.1;4
1835;73.7;4
1888;3.3;4
1731;17.1;4
1826;34.5;4
1918;83.4;4
1841;4.3;4
1841;4.6;4
1793;19.3;4
1844;31.7;4
1883;9.3;4
1883;9.8;4
1815;57.6;4
1833;44.9;4
1872;48.1;4
1842;21;4
1848;37.6;4
1894;16.3;4
1891;49.7;4
1827;33.5;4
1827;33.1;4
1798;4.4;4
1798;4.3;4
1866;22;4
1922;13.9;4
1933;35.4;4
1933;35.8;4
1840;27.9;4
1901;52.6;4
1901;52.8;4
1865;3.6;4
1940;20.7;4
1852;33;4
1940;20.5;4
1940;20;4
1801;13.7;4
1837;12.4;4
1837;12.3;4
1837;12.8;4
1929;44.4;4
1912;19.9;4
1912;19;4
1906;39.7;4
1812;24.7;4
1860;8.2;4
1895;47.8;4
1860;8.9;4
1860;8.4;4
1866;23.9;4
1918;37.6;4
1907;47.4;4
1907;47;4
1765;3.5;4
1828;8.7;4
1940;48.1;4
1940;48.9;4
1824;27.5;4
1824;27.1;4
1848;54.9;4
1865;36.2;4
1865;36.6;4
1926;52.4;4
1926;52.6;4
1922;28.8;4
1922;28.4;4
1922;28.2;4
1922;28;4
1902;7.7;4
1816;2.1;4
1816;2.8;4
1816;2.4;4
1816;2.3;4
1911;35.3;4
1911;35.8;4
1911;35.6;4
1883;8.4;4
1788;10.2;4
1788;10.6;4
1849;22.6;4
1901;10.8;4
1901;10.4;4
1901;10;4
1937;11.6;4
1876;12.4;4
1876;12.7;4
1858;14.1;4
1858;14.5;4
1831;18.1;4
1831;18.2;4
1901;13.5;4
1901;13.4;4
1869;2.2;4
1907;4;4
1931;14.5;4
1931;14.8;4
1783;9.9;4
1783;9.1;4
1815;29.1;4
1815;29.8;4
1757;53.6;4
1941;74.5;4
1781;7.3;4
1781;7.5;4
1909;11.8;4
1909;11.1;4
1909;11.3;4
1815;26.7;4
1815;26.6;4
1815;26.1;4
1815;26.3;4
1913;25.7;4
1913;25.3;4
1913;25.4;4
1921;27.9;4
1725;4.7;4
1725;4.6;4
1884;17.6;4
1820;6.1;4
1820;6.7;4
1866;32.2;4
1866;32.9;4
1866;32.8;4
1785;11.9;4
1935;21.5;4
1872;1.8;4
1865;15.6;4
1925;5.8;4
1932;47.8;4
1917;26.5;4
1929;35.9;4
1929;35;4
1805;3.8;4
1805;3.4;4
1805;3;4
1805;3.6;4
1784;12.2;4
1784;12.1;4
1821;66.7;4
1940;31.8;4
1940;31.4;4
1735;19.5;4
1840;13.8;4
1840;13.9;4
1921;3.3;4
1921;3.8;4
1774;6.8;4
1920;74.5;4
1793;8.3;4
1875;13.9;4
1875;13;4
1871;12.4;4
1871;12.6;4
1913;29.6;4
1913;29.9;4
1871;12.8;4
1932;15;4
1932;15.4;4
1932;15.6;4
1932;15.1;4
1939;16.3;4
1939;16;4
1939;16.1;4
1939;16.6;4
1726;36.4;4
1854;58.4;4
1885;22.4;4
1787;38.6;4
1836;12.4;4
1898;9.9;4
1825;15.9;4
1825;15.6;4
1715;6.5;4
1886;21;4
1854;3.3;4
1854;3;4
1854;3.8;4
1894;88.4;4
1844;14.8;4
1844;14.3;4
1844;14.2;4
1845;1.8;4
1940;32.2;4
1940;32.4;4
1847;27.2;4
1847;27.5;4
1813;80.4;4
1808;61.1;4
1808;3.1;4
1914;12.1;4
1914;12;4
1940;74.5;4
1834;28.2;4
1733;15.4;4
1821;22.9;4
1897;34.6;4
1924;92.2;4
1856;17.1;4
1864;34;4
1844;20.9;4
1784;2.2;4
1919;39.7;4
1714;11.4;4
1865;50.1;4
1865;50.4;4
1880;15.5;4
1880;15.2;4
1880;15.8;4
1826;14.9;4
1826;14.2;4
1826;14.3;4
1917;40.4;4
1917;40.7;4
1829;24.2;4
1829;24.7;4
1704;10.2;4
1936;33.9;4
1936;33.3;4
1936;33.2;4
1841;3.1;4
1841;3.8;4
1839;102.7;4
1876;6.7;4
1876;6.3;4
1938;61.6;4
1893;10.5;4
1893;10.3;4
1893;10.6;4
1813;44.9;4
1725;16.3;4
1725;16.6;4
1661;8.1;4
1886;35.2;4
1886;35.1;4
1872;3.3;4
1872;3.2;4
1872;3.8;4
1930;19.2;4
1930;19.6;4
1892;44.9;4
1920;14.6;4
1918;31.6;4
1918;31.4;4
1941;53.8;4
1941;53.5;4
1809;1.8;4
1879;17.9;4
1879;17.4;4
1879;17.7;4
1895;16.1;4
1895;16.3;4
1844;24.5;4
1844;24;4
1844;24.1;4
1844;24.3;4
1844;24.9;4
1676;3;4
1833;10.6;4
1833;10.5;4
1692;5.1;4
1916;4.2;4
1903;30.5;4
1903;30.7;4
1688;21;4
1688;21.4;4
1731;9.6;4
1931;27.7;4
1931;27.1;4
1931;27.3;4
1931;27.4;4
1931;27.2;4
1931;27.5;4
1899;46.3;4
1781;26.3;4
1922;1.2;4
1922;1.8;4
1888;15.8;4
1843;10.3;4
1913;6.3;4
1843;10.4;4
1913;6.8;4
1841;30;4
1923;84;4
1845;21.6;4
1911;13.1;4
1911;13.6;4
1766;6.3;4
1766;6.8;4
1882;24.2;4
1882;24;4
1887;22.7;4
1887;22;4
1873;24.9;4
1873;24.4;4
1738;14.1;4
1911;8.7;4
1713;29.6;4
1892;12.9;4
1892;12.8;4
1937;22.7;4
1916;55;4
1916;55.5;4
1758;9.7;4
1758;9.2;4
1758;9.8;4
1908;6.4;4
1783;11.7;4
1783;11.8;4
1878;29.9;4
1850;13.6;4
1856;14.5;4
1856;14.3;4
1856;14.9;4
1821;23;4
1821;23.4;4
1755;4.4;4
1755;4.8;4
1807;7.1;4
1911;64.3;4
1670;17.9;4
1877;13.2;4
1877;13.4;4
1877;13.6;4
1785;13.3;4
1778;2.8;4
1936;22.7;4
1936;22.8;4
1936;22.5;4
1936;22.3;4
1891;39.7;4
1830;78.6;4
1916;23.1;4
1916;23.8;4
1732;13.3;4
1732;13.5;4
1765;1.8;4
1750;19.4;4
1845;29.5;4
1788;8.5;4
1874;48.2;4
1874;8.6;4
1874;8.7;4
1874;48.4;4
1908;42.6;4
1908;42.7;4
1908;42.9;4
1871;29.2;4
1871;29.1;4
1835;69.1;4
1903;2.4;4
1859;16.1;4
1879;8.7;4
1791;6.5;4
1791;6.6;4
1791;6.2;4
1882;11.7;4
1882;11.9;4
1880;43.8;4
1773;19.6;4
1773;19.2;4
1939;33.2;4
1939;33.3;4
1702;26.5;4
1822;11.4;4
1822;11;4
1843;22.2;4
1843;22.3;4
1843;22.4;4
1843;22.6;4
1838;6.1;4
1855;12.1;4
1855;12.5;4
1861;18.4;4
1724;14.8;4
1831;73.7;4
1904;24.1;4
1904;24.2;4
1904;24.5;4
1904;24.4;4
1924;15;4
1924;15.1;4
1797;18;4
1866;12.2;4
1866;12.3;4
1866;12.7;4
1862;50.4;4
1741;34.8;4
1866;47.3;4
1898;5.8;4
1886;80.4;4
1815;31;4
1902;76.1;4
1718;2.4;4
1940;14.2;4
1940;14.3;4
1940;14.8;4
1861;14.1;4
1830;3.2;4
1884;13.6;4
1836;0.9;4
1890;10.3;4
1890;10.4;4
1890;10.5;4
1890;10.9;4
1890;10.1;4
1929;24;4
1929;24.8;4
1929;24.7;4
1701;23.5;4
1878;42.5;4
1878;42.7;4
1818;19;4
1818;19.2;4
1933;13.6;4
1933;13.4;4
1933;13.1;4
1933;13.2;4
1854;24.5;4
1854;24.3;4
1856;8.7;4
1733;4.2;4
1733;4.6;4
1881;36.7;4
1930;60;4
1889;17.1;4
1889;17.4;4
1715;8.3;4
1715;8.2;4
1800;7;4
1800;7.4;4
1767;8.2;4
1767;8.5;4
1805;9.7;4
1870;18.1;4
1870;18.6;4
1870;18.8;4
1822;38;4
1822;38.5;4
1834;13;4
1834;13.7;4
1904;54.9;4
1792;25.2;4
1869;48.1;4
1846;12.3;4
1746;9.9;4
1840;32;4
1789;25.2;4
1928;26.5;4
1928;26.7;4
1695;6;4
